score,id
0.9954999403725459,https://cw33.com/lifestyle/food-and-drink/dunkin-pumpkin-spice-goldfish-yes-theyre-real-but-for-a-limited-time-only/
0.9999447182645016,https://www.dakotanewsnow.com/prnewswire/2022/09/16/wnc-fund-53-raised-153-million-institutional-lihtc-equity-develop-renovate-over-1300-affordable-housing-units/
0.9999551100817617,https://www.wsls.com/news/2022/08/28/francis-praises-humility-of-13th-century-pope-who-resigned/
0.9999344545493923,https://www.ksn.com/news/washington-dc/pelosi-visits-taiwan-defying-warnings-from-china/
0.9970076338788536,https://www.foxnews.com/world/3-year-old-mexican-girl-reportedly-wakes-up-her-own-funeral-dies-hours-later
0.9999478755603223,https://www.wkyt.com/prnewswire/2022/07/27/qualys-lead-four-sessions-black-hat-2022-def-con-30/
0.9999598475443366,https://www.wkyt.com/prnewswire/2022/05/25/arlington-asset-investment-corp-declares-second-quarter-2022-dividends-preferred-stock/
0.9999119054208577,https://www.wkyt.com/2022/06/08/trump-set-undergo-questioning-july-ny-civil-probe/
0.9999409599864385,https://www.wistv.com/prnewswire/2022/05/28/vaporesso-exciting-new-product-tech-amp-street-artist-collaboration-vaper-expo-uk-birmingham-nec-27th-29th-may-2022/
0.999958862301825,https://www.wibw.com/prnewswire/2022/08/01/centerspace-reports-second-quarter-2022-financial-results/
0.9998668462176229,https://www.wfmz.com/news/pr_newswire/pr_newswire_pennsylvania/power-home-remodeling-announces-travel-and-lodging-reimbursement-as-part-of-newly-enhanced-employee-health/article_ba76941a-1406-54ca-86f4-ee24ecf9af71.html
0.9999409921706067,https://www.wfla.com/news/washington-dc/gillibrand-introduces-bill-to-prevent-future-baby-formula-shortages/
0.9999487462089137,https://www.myarklamiss.com/news/national-news/us-basketball-star-griner-appears-in-russian-court/
0.9999428138826605,https://www.koin.com/reviews/br/sports-fitness-br/gymnastics-br/best-gymnastics-mat/
0.9999604214662604,https://www.binghamtonhomepage.com/sports/ap-epicenter-wins-travers-stakes-decisively-at-saratoga/
0.9998954150837253,https://www.mysuncoast.com/prnewswire/2022/05/19/baltimore-banner-wypr-announce-partnership-strengthen-local-news-maryland/
0.9999447703139082,https://www.wkyt.com/prnewswire/2022/05/26/5wpr-tapped-support-miami-fashion-week-return/
0.9974917123258631,https://www.eonline.com/ca/news/1332281/target-summer-savings-sale-swim-sandals-summer-styles-more-start-at-just-5
0.99990078732116,https://www.seattlepi.com/news/article/Maryland-governor-lays-out-long-term-plan-for-17231250.php
0.9957631143281765,https://www.cenlanow.com/national/vfw-launches-campaign-to-showcase-veterans-stillserving/
0.9990446199763195,https://www.al.com/news/2022/09/911-anniversary-remembering-140-of-alabamas-fallen-soldiers.html
0.9999316090341627,https://www.kfyrtv.com/prnewswire/2022/08/08/florida-international-university-leads-alliance-build-hospitality-pipeline-underrepresented-minority-students-diverse-leadership-hospitality/
0.9999439720138287,https://www.arkansasonline.com/news/2022/jul/31/drone-explosion-hits-russias-black-sea-fleet-headquarters/
0.9999457888557082,https://www.wbtv.com/prnewswire/2022/08/29/teamsters-school-alumni-university-minnesotas-abusive-labor-practices/
0.9999497786994584,https://www.wivb.com/news/world/norway-mourns-victims-of-oslo-shooting-with-memorial-service/
0.9993171582133497,https://www.abcactionnews.com/news/national/who-monkeypox-likely-spread-by-sex-at-raves-in-europe
0.9869497777851898,https://www.kold.com/2022/05/06/local-restaurants-face-tequila-shortage-amid-supply-chain-crisis/
0.9976711140026554,https://www.wlfi.com/community/local-dietician-gives-back-to-school-nutrition-advice/article_466b9c52-19b1-11ed-8bda-57869759eaad.html
0.9999579991356305,https://www.kold.com/prnewswire/2022/06/07/murlarkeys-alchemy-continues-first-straight-bourbon-release-takes-double-gold-nyisc-while-salsa-borracha-whiskey-takes-gold-adi/
0.999963361108914,https://www.wfmz.com/news/pr_newswire/pr_newswire_technology/goertek-released-a-second-generation-ar-reference-design-based-on-snapdragon-xr2/article_04f6ab83-78ea-560e-8c0a-102af7940510.html
0.9999464386294367,https://www.sfgate.com/news/article/Teen-charged-in-fatal-shooting-near-Chicago-17175437.php
0.9159771536330846,https://www.al.com/opinion/2022/07/guest-opinion-finally-despite-the-complaining-space-command-heads-to-alabama.html
0.9928462902615236,https://www.king5.com/article/news/local/port-orchard-man-ar-15-gun-texas-shooting/281-9c53ab55-62f2-4790-844e-e703ecbe030c
0.999326554041568,https://www.kwch.com/prnewswire/2022/07/19/wnc-appoints-jacqueline-wiegleb-assistant-vice-president-originations/
0.9999349667498318,https://www.ktre.com/prnewswire/2022/05/31/omv-medical-inc-is-now-provizor-federal-inc/
0.9999450506192928,https://www.wdtn.com/news/u-s-world/ap-international/mediterranean-ships-find-5-dead-rescue-over-1100-migrants/
0.9906570794253948,https://www.fox16.com/news/education/arkansas-summer-learning-programs-rake-up-1-8-million-in-esser-iii-grants/
0.9999445879029427,https://www.kwch.com/prnewswire/2022/07/26/fairtility-launches-ai-academy-demystify-use-artificial-intelligence-fertility-care/
0.9999454919121178,https://www.weau.com/2022/06/04/firm-proposes-taser-armed-drones-stop-school-shootings/
0.9999586771501439,https://wgntv.com/news/nexstar-media-wire/nfl-star-sporting-goods-company-help-12-year-old-struggling-to-find-extra-large-helmet/
0.9999354824162148,https://www.localsyr.com/news/international/germany-again-rejects-russian-explanation-for-gas-supply-cut/
0.9302371449770775,https://www.kark.com/news/education/some-pcssd-students-forced-to-move-campuses-district-says-some-classes-are-too-full/
0.9998977048358547,https://www.kgw.com/article/news/verify/government-verify/congress-not-exempt-from-irs-audits-fact-check/536-1586c78c-445a-491a-b0db-2a44345f7995
0.9556229196558275,https://www.washingtonpost.com/kidspost/2022/06/08/roman-mcconn-rescues-shelter-dogs/
0.999963824487862,https://www.expressnews.com/sports/article/Brady-s-temper-flares-as-Bucs-snap-skid-vs-17450359.php
0.99996879726613,https://www.wcjb.com/prnewswire/2022/06/17/java-monster-brightens-up-your-morning-with-new-cold-brew-launch/
0.9998691632409409,https://www.abcactionnews.com/news/national/coronavirus/fda-authorizes-at-home-nonprescription-test-that-detects-covid-19-rsv-and-flu
0.9999074050896769,https://www.seattlepi.com/weather/article/WA-Seattle-WA-Zone-Forecast-17200080.php
